source_file,subject_id,trial_index,time_elapsed,rt,stimulus,image_idx,occurrence,is_repeat,repeat_lag,response,correct_response,correct,correct_at_second_occurrence
n_back_945830.csv,945830,39,49904,1865.0,../../images/project_n_back/im3.png,3,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,41,51821,1405.0,../../images/project_n_back/im26.png,26,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,43,53771,1425.0,../../images/project_n_back/im40.png,40,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,45,56720,2436.0,../../images/project_n_back/im36.png,36,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,47,58304,1067.0,../../images/project_n_back/im21.png,21,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,49,60054,1239.0,../../images/project_n_back/im10.png,10,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,51,61904,1336.0,../../images/project_n_back/im52.png,52,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,53,63437,1021.0,../../images/project_n_back/im19.png,19,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,55,65338,1389.0,../../images/project_n_back/im42.png,42,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,57,66855,1000.0,../../images/project_n_back/im56.png,56,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,59,68204,835.0,../../images/project_n_back/im17.png,17,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,61,69421,707.0,../../images/project_n_back/im31.png,31,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,63,71087,1152.0,../../images/project_n_back/im49.png,49,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,65,72637,1040.0,../../images/project_n_back/im32.png,32,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,67,74254,1107.0,../../images/project_n_back/im21.png,21,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,69,75855,1089.0,../../images/project_n_back/im10.png,10,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,71,77337,975.0,../../images/project_n_back/im52.png,52,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,73,78804,955.0,../../images/project_n_back/im47.png,47,1,False,0,1.0,0.0,False,
